Product,Quantity,Price,Date,Time
Rice,119,19.67,2025/03/01,04:13
Rice,417,26.44,2025/02/28,02:36
Barley,128,27.12,2025-07-02,12:15
Wheat,318,78.12,2025-01-16,11:46
Soybean,287,51.28,2025/12/15,01:39
Quinoa,180,90.13,2025/09/01,02:43
Sorghum,198,66.39,2025-10-31,23:03
Barley,75,44.94,2025-10-17,00:51
Quinoa,151,49.61,2025/07/25,09:06
Barley,53,71.9,2025-03-18,21:33
Quinoa,476,70.53,2025-08-31,04:59
Corn,103,37.97,2025-06-23,05:37
Wheat,231,22.48,2025-08-17,20:36
Rye,457,32.66,2025/12/19,19:22
Oats,87,34.52,2025-08-04,04:01
Rice,323,11.39,2025-07-21,19:32
Rye,325,27.28,2025-09-04,20:14
Wheat,268,88.32,2025-09-10,06:10
Wheat,323,52.77,2025-03-30,16:34
Millet,123,63.37,2025-03-23,05:55
Millet,85,21.72,2025-01-25,14:26
Oats,137,35.96,2025-11-18,20:41
Barley,255,62.86,2025-01-29,04:46
Oats,321,53.59,2025/10/30,20:23
Quinoa,143,76.3,2025/03/14,21:49
Soybean,328,53.41,2025/10/20,15:30
Millet,410,80.19,2025/05/30,03:55
Quinoa,444,88.42,2025/06/14,23:42
Barley,284,28.99,2025-06-05,22:58
Millet,108,98.39,2025/12/31,20:34
Millet,406,44.49,2025/05/02,19:21
Millet,376,79.7,2025/10/01,06:02
Quinoa,297,84.19,2025-05-05,21:46
Corn,298,97.31,2025/10/17,08:54
Millet,198,33.94,2025-04-11,20:17
Oats,387,85.18,2025/02/24,10:12
Barley,220,86.54,2025-10-15,22:50
Rice,97,35.48,2025/03/15,11:30
Oats,91,84.38,2025-11-14,19:30
Rice,390,23.84,2025/10/21,11:25
Rice,487,81.17,2025/05/13,06:42
Barley,178,63.15,2025-11-29,06:53
Wheat,68,13.27,2025-07-28,05:45
Millet,496,62.7,2025/07/14,16:52
Quinoa,183,31.49,2025-11-28,05:04
Oats,248,85.27,2025-02-18,08:42
Soybean,387,41.83,2025/01/14,11:57
Soybean,397,98.97,2025-03-08,23:57
Rice,300,51.23,2025/05/22,16:56
Millet,477,42.94,2025-06-08,02:48
Soybean,423,74.5,2025-07-07,12:30
Sorghum,206,39.32,2025/05/27,04:18
Wheat,343,52.12,2025-11-15,00:12
Rye,306,97.73,2025-05-07,04:35
Millet,404,91.9,2025/10/02,11:27
Wheat,89,96.51,2025-12-25,20:44
Oats,377,54.12,2025-09-24,23:48
Sorghum,281,27.67,2025/08/21,20:55
Barley,98,82.02,2025-07-08,02:34
Millet,376,84.79,2025-08-24,17:57
Barley,90,91.3,2025/07/15,19:50
Sorghum,290,66.6,2025-01-11,09:33
Wheat,187,64.59,2025-11-30,10:34
Sorghum,102,94.67,2025/05/28,22:11
Quinoa,350,55.03,2025-05-21,16:38
Wheat,432,99.72,2025/01/25,09:00
Barley,123,75.93,2025-04-14,07:13
Quinoa,289,83.88,2025-01-26,18:57
Rye,410,34.28,2025-03-29,21:28
Sorghum,162,80.04,2025-02-13,20:54
Rye,94,64.16,2025-06-20,01:29
Rice,252,35.76,2025-02-19,07:56
Quinoa,460,92.57,2025/02/21,10:53
Sorghum,479,86.15,2025/11/11,20:50
Soybean,429,49.22,2025-09-03,01:40
Wheat,297,68.09,2025-09-27,20:23
Rice,349,76.55,2025-06-09,09:29
Oats,425,37.83,2025/01/24,17:32
Rye,114,91.97,2025-09-20,03:40
Wheat,168,45.46,2025/08/15,21:24
Rye,388,84.66,2025/06/14,13:57
Sorghum,396,55.3,2025/02/23,11:52
Sorghum,438,53.39,2025/10/05,17:27
Soybean,159,19.11,2025-02-25,06:53
Corn,438,48.92,2025-03-29,11:57
Quinoa,177,57.5,2025-03-15,09:18
Sorghum,375,25.31,2025-01-27,09:44
Barley,373,91.48,2025/03/05,03:39
Rye,151,48.9,2025-12-30,07:39
Millet,444,63.62,2025-04-23,18:54
Quinoa,379,19.07,2025-04-21,05:39
Wheat,125,34.91,2025/04/24,23:50
Sorghum,377,61.33,2025/10/01,13:03
Barley,377,57.19,2025-07-01,04:03
Barley,373,45.65,2025/04/10,09:32
Barley,192,54.66,2025-07-20,07:23
Quinoa,464,33.91,2025-03-15,08:58
Rice,168,51.33,2025-10-01,18:39
Barley,320,92.15,2025-01-30,07:16
Quinoa,57,69.83,2025-09-27,03:35
Millet,93,68.08,2025/08/05,11:22
Soybean,129,36.09,2025-03-09,11:15
Barley,266,82.98,2025/05/02,02:55
Rye,352,79.12,2025-05-29,18:21
Barley,174,94.9,2025-12-20,17:58
Oats,119,30.97,2025-09-12,16:40
Quinoa,372,40.22,2025/07/11,08:21
Barley,373,11.45,2025-01-13,16:04
Rye,153,32.67,2025/06/03,19:59
Corn,193,67.03,2025-04-19,09:15
Rye,197,31.31,2025/05/12,09:35
Rye,436,90.54,2025/01/07,18:18
Soybean,356,90.92,2025-12-02,07:38
Corn,239,73.62,2025-08-11,12:03
Sorghum,461,41.98,2025/07/13,05:32
Barley,329,41.04,2025/03/12,00:04
Rice,266,23.29,2025/05/12,20:08
Rye,363,53.62,2025/06/26,17:57
Rice,445,71.07,2025/08/04,02:32
Millet,231,22.97,2025-07-10,02:58
Wheat,342,96.89,2025-06-14,22:05
Soybean,149,15.58,2025-10-30,05:54
Quinoa,129,23.38,2025/10/13,11:40
Rice,236,45.93,2025/02/18,05:39
Rice,277,21.13,2025-05-22,03:25
Rye,349,69.42,2025-09-14,04:00
Oats,403,23.03,2025/08/23,04:44
Sorghum,416,59.74,2025-12-13,03:14
Sorghum,408,66.24,2025-10-08,23:26
Oats,456,67.63,2025-07-08,13:55
Rice,486,86.9,2025-10-13,01:44
Sorghum,98,42.49,2025/09/12,11:57
Rice,288,56.14,2025-09-14,19:22
Barley,171,29.07,2025-05-18,06:22
Corn,414,16.95,2025/11/03,08:10
Corn,138,62.7,2025-04-07,08:43
Millet,484,57.05,2025-01-12,14:25
Wheat,107,42.04,2025-02-05,07:39
Rye,334,40.53,2025-04-19,23:12
Soybean,184,28.61,2025-07-23,12:12
Corn,136,47.16,2025/11/06,10:14
Corn,369,77.56,2025-10-20,22:47
Wheat,241,93.74,2025/08/14,21:17
Quinoa,192,37.0,2025/09/13,11:42
Rye,170,83.27,2025-12-11,06:14
Barley,164,67.12,2025-01-04,16:52
Rice,120,25.06,2025/03/10,15:32
Sorghum,256,71.48,2025-07-08,19:22
Rice,199,35.23,2025/09/15,07:58
Oats,143,34.47,2025/11/18,00:16
Sorghum,232,48.89,2025-07-23,17:16
Soybean,173,55.87,2025-01-16,15:38
Quinoa,282,83.91,2025/02/06,03:56
Sorghum,490,99.37,2025-11-05,01:04
Rice,252,91.69,2025-12-12,02:59
Oats,124,28.75,2025/01/17,00:18
Corn,99,72.44,2025/01/09,02:54
Quinoa,226,90.96,2025-05-15,05:52
Quinoa,100,46.71,2025/04/30,12:38
Oats,482,12.89,2025-04-27,10:38
Wheat,244,75.53,2025/09/01,17:56
Oats,432,89.05,2025-05-10,16:06
Millet,168,42.51,2025-12-13,15:46
Rice,273,64.77,2025/01/11,21:39
Rice,219,42.46,2025-06-13,18:24
Wheat,126,85.09,2025/10/30,05:38
Sorghum,195,54.41,2025-07-08,01:48
Rice,261,21.26,2025/09/06,12:41
Sorghum,445,37.32,2025/07/05,13:16
Rice,416,76.29,2025-03-15,08:20
Rice,389,32.82,2025-01-24,03:10
Rye,175,61.5,2025/05/12,12:18
Rice,487,83.4,2025-09-22,06:01
Oats,354,73.34,2025-09-21,20:07
Quinoa,291,69.54,2025/04/09,07:02
Rice,109,25.16,2025-05-20,13:56
Oats,79,40.36,2025-12-30,21:55
Sorghum,137,13.67,2025-08-09,17:58
Soybean,429,26.74,2025/04/01,15:13
Rice,335,11.83,2025/12/17,16:36
Millet,453,18.0,2025/08/05,21:08
Soybean,238,11.4,2025/11/30,06:03
Soybean,429,53.74,2025-09-02,06:09
Oats,225,24.29,2025/11/16,09:43
Barley,392,60.7,2025-04-03,23:46
Millet,316,15.16,2025/06/01,16:16
Wheat,90,39.01,2025/07/02,14:31
Rye,335,11.63,2025-06-13,00:59
Soybean,162,74.74,2025/04/16,13:52
Corn,180,49.2,2025-07-03,12:53
Barley,226,44.12,2025-05-17,13:34
Barley,281,45.2,2025-01-13,12:52
Soybean,205,45.2,2025/05/15,15:15
Soybean,158,57.77,2025-10-08,05:28
Quinoa,191,11.9,2025-05-31,02:17
Soybean,268,21.34,2025/09/02,09:38
Soybean,234,98.87,2025/01/10,22:21
Barley,97,32.06,2025/03/07,02:19
Oats,64,16.44,2025-01-27,23:32
Barley,90,54.43,2025-08-03,06:03
Corn,483,86.53,2025/09/11,04:08
Soybean,128,50.7,2025/01/26,16:46
Sorghum,64,73.3,2025-04-01,07:41
Rice,439,35.05,2025/09/21,23:16
Sorghum,255,92.35,2025/03/27,00:11
Soybean,324,78.95,2025/09/21,17:09
Sorghum,319,31.53,2025-11-04,10:56
Corn,76,20.16,2025/08/10,03:20
Corn,472,87.82,2025-04-20,15:53
Rye,196,23.87,2025-04-15,05:34
Soybean,162,76.3,2025-02-02,12:03
Rice,77,50.1,2025-08-23,20:41
Quinoa,396,39.52,2025/10/12,01:36
Oats,187,41.68,2025-07-30,14:43
Rye,237,96.19,2025/02/18,19:55
Rye,181,12.16,2025-02-24,23:41
Corn,493,37.82,2025/07/17,01:45
Wheat,345,56.82,2025/08/31,21:31
Corn,188,53.49,2025-04-15,13:29
Oats,208,38.95,2025-11-10,01:05
Soybean,113,83.14,2025/05/21,23:24
Corn,402,91.51,2025-05-12,15:08
Sorghum,155,94.29,2025/11/21,08:01
Sorghum,340,43.97,2025/03/28,13:26
Soybean,409,73.19,2025-11-30,14:02
Corn,125,65.25,2025/10/20,18:18
Millet,336,51.5,2025/07/11,11:24
Corn,350,17.3,2025/09/21,01:55
Rye,427,21.18,2025/02/08,14:18
Wheat,122,80.76,2025-12-22,11:38
Oats,370,49.75,2025-01-25,18:50
Corn,486,41.57,2025-06-02,01:22
Soybean,69,43.48,2025/09/11,21:04
Quinoa,161,61.87,2025-08-28,03:38
Quinoa,52,60.51,2025/05/01,22:57
Wheat,95,38.14,2025/02/11,10:26
Oats,417,13.39,2025/04/28,05:22
Rye,326,52.29,2025-12-30,23:34
Corn,303,43.26,2025/03/21,20:53
Soybean,397,55.92,2025-11-14,09:37
Soybean,331,73.81,2025/03/17,22:26
Soybean,195,81.59,2025/10/20,15:44
Wheat,192,60.69,2025-11-22,14:57
Soybean,296,21.35,2025/08/01,13:27
Oats,476,33.06,2025-03-08,16:24
Barley,117,97.71,2025-06-30,09:50
Rice,294,89.29,2025-02-06,00:04
Rye,52,27.35,2025-01-28,11:53
Sorghum,265,63.41,2025/12/15,11:47
Quinoa,458,30.8,2025-10-13,14:04
Corn,76,79.51,2025-08-27,11:41
Soybean,103,46.65,2025-11-18,12:59
Sorghum,315,35.67,2025/02/11,17:41
Sorghum,166,66.45,2025-10-20,08:02
Rye,371,43.6,2025-08-09,20:38
Rye,155,51.52,2025-01-09,06:16
Rye,362,38.63,2025-07-14,10:28
Corn,273,95.73,2025-08-01,06:01
Millet,262,32.62,2025-01-08,19:19
Sorghum,100,34.79,2025/12/23,17:04
Wheat,369,34.42,2025/02/21,14:12
Rye,172,67.33,2025-07-08,14:06
Quinoa,152,96.64,2025-07-21,13:01
Corn,63,76.21,2025-07-15,05:25
Sorghum,297,76.94,2025-06-22,23:42
Rye,389,44.03,2025-08-06,03:27
Sorghum,76,43.1,2025/04/28,05:05
Wheat,217,85.23,2025/03/20,09:54
Soybean,258,21.43,2025-01-22,14:15
Barley,139,56.71,2025/02/05,21:30
Rye,204,97.1,2025-02-03,13:30
Rye,376,38.32,2025-04-02,03:01
Wheat,75,33.03,2025/07/13,06:13
Corn,281,90.17,2025-10-01,14:22
Rye,451,90.17,2025/07/29,10:37
Soybean,346,14.66,2025-08-29,16:40
Barley,113,53.15,2025-10-30,18:34
Soybean,271,24.65,2025-09-19,11:29
Millet,185,70.51,2025/06/18,21:21
Rice,247,62.58,2025/11/04,00:56
Sorghum,397,16.12,2025/09/17,02:22
Wheat,101,57.5,2025-03-10,06:15
Rice,461,56.86,2025/04/16,17:07
Barley,61,55.51,2025/04/28,20:22
Quinoa,414,69.92,2025-03-12,04:56
Rye,387,29.52,2025-08-29,14:48
Wheat,444,79.93,2025-08-04,14:08
Wheat,282,93.14,2025/05/01,21:50
Oats,499,45.1,2025/06/27,15:24
Barley,362,68.25,2025-01-15,17:18
Rye,205,72.14,2025/07/12,14:32
Rye,194,39.03,2025-09-25,17:39
Rye,181,58.09,2025/05/13,15:43
Soybean,210,78.11,2025-05-01,02:22
Soybean,430,32.35,2025-07-14,22:38
Corn,325,17.28,2025-10-11,14:54
Wheat,84,42.16,2025-09-13,05:22
Rice,392,79.68,2025/07/04,00:31
Sorghum,137,19.82,2025/05/20,22:59
Quinoa,130,75.51,2025-10-14,20:16
Sorghum,105,10.1,2025/09/23,19:05
Quinoa,225,38.37,2025/06/12,23:50
Sorghum,209,88.76,2025/02/09,08:50
Sorghum,454,29.59,2025/10/30,22:31
Rice,149,63.01,2025-02-26,12:25
Sorghum,58,33.61,2025/06/20,06:32
Wheat,319,14.51,2025-01-11,08:20
Sorghum,464,67.75,2025-08-31,16:20
Rice,105,85.36,2025-09-25,05:16
Barley,402,84.33,2025/11/06,09:56
Rice,72,73.78,2025/04/11,17:49
Corn,333,54.79,2025/03/26,04:34
Rice,67,89.27,2025/11/27,10:27
Rye,254,26.47,2025/03/04,23:48
Corn,389,87.02,2025/02/15,18:30
Corn,211,26.92,2025/07/30,09:14
Wheat,90,58.31,2025-07-05,20:54
Rice,57,82.88,2025-06-25,12:46
Millet,70,78.6,2025/12/07,08:46
Sorghum,402,71.32,2025/09/03,09:43
Quinoa,476,34.36,2025/05/04,01:47
Corn,105,11.05,2025-09-30,14:09
Rice,332,73.65,2025-10-04,04:04
Rice,70,77.84,2025-06-21,07:26
Soybean,200,69.45,2025-01-07,22:43
Oats,145,72.1,2025-07-12,04:52
Rice,446,50.72,2025/02/21,08:18
Barley,476,93.49,2025/01/25,01:18
Oats,455,80.56,2025/11/04,18:51
Rye,364,47.08,2025-11-15,06:08
Rye,134,99.53,2025-01-07,13:26
Quinoa,332,29.95,2025/10/07,20:09
Wheat,354,14.16,2025-09-29,19:10
Oats,410,82.44,2025/10/05,22:48
Quinoa,332,49.49,2025/12/15,00:17
Corn,303,46.11,2025-04-07,10:07
Rye,82,13.55,2025-08-15,02:32
Rice,181,83.17,2025-07-13,22:45
Corn,138,38.73,2025-09-18,16:15
Millet,478,59.25,2025-04-28,08:47
Rye,213,54.24,2025/09/29,13:42
Wheat,460,20.02,2025-02-08,04:19
Rye,210,89.54,2025-09-10,11:51
Oats,158,50.82,2025-08-08,23:52
Corn,301,26.32,2025-10-03,16:10
Wheat,98,24.36,2025-08-26,23:12
Sorghum,397,62.55,2025/04/15,10:24
Corn,374,80.71,2025/12/19,22:03
Rye,305,30.4,2025-04-04,18:37
Corn,445,92.83,2025/12/19,09:36
Rice,103,21.08,2025-08-08,01:21
Oats,367,65.02,2025/09/12,22:41
Oats,191,84.96,2025/07/02,10:14
Corn,188,95.8,2025-10-26,11:04
Oats,97,95.75,2025/08/25,22:12
Corn,411,56.75,2025-11-10,20:04
Rye,96,89.42,2025-06-09,18:02
Quinoa,441,64.21,2025-08-19,05:48
Wheat,83,27.15,2025/01/23,18:09
Sorghum,451,32.14,2025-01-17,00:48
Sorghum,435,63.02,2025/12/03,08:24
Wheat,98,42.56,2025/11/24,17:51
Quinoa,242,39.36,2025/12/20,16:20
Corn,132,22.28,2025-07-12,05:17
Wheat,395,95.66,2025/05/30,12:51
Rye,102,88.44,2025/03/12,03:58
Millet,82,58.88,2025/09/07,10:12
Rye,231,97.92,2025/03/05,14:19
Oats,291,56.5,2025/04/12,02:47
Wheat,178,17.76,2025/03/21,16:59
Rice,121,50.91,2025-05-14,02:48
Rice,167,15.46,2025/09/21,04:39
Millet,117,20.02,2025/03/04,23:58
Millet,417,63.07,2025/03/09,23:41
Quinoa,436,27.41,2025-12-08,16:49
Soybean,57,51.35,2025-09-18,03:27
Rye,457,19.09,2025/08/02,06:37
Oats,143,93.93,2025/07/13,15:34
Barley,297,72.75,2025/09/18,01:01
Quinoa,442,80.1,2025-01-21,20:02
Millet,388,76.93,2025-01-30,03:12
Soybean,139,48.89,2025/08/02,09:52
Millet,246,85.56,2025-05-24,17:24
Corn,329,99.21,2025-10-15,08:21
Sorghum,120,22.65,2025-02-28,19:01
Wheat,110,12.86,2025-12-19,16:04
Rice,353,50.31,2025-05-21,21:06
Millet,332,23.58,2025/04/22,07:59
Soybean,410,26.98,2025-12-31,21:24
Sorghum,317,44.48,2025-09-02,08:37
Rye,86,44.45,2025/07/15,15:19
Quinoa,153,88.4,2025/09/05,03:15
Barley,321,60.1,2025/01/09,00:38
Corn,106,33.72,2025-03-07,11:25
Quinoa,293,58.96,2025-10-14,04:57
Soybean,492,94.37,2025/07/06,17:48
Rye,450,93.49,2025/04/22,05:53
Wheat,283,47.12,2025-02-19,04:16
Soybean,297,83.66,2025/06/07,07:54
Soybean,135,19.5,2025/07/08,17:33
Soybean,255,95.58,2025/06/04,23:49
Wheat,165,88.3,2025/04/13,09:10
Wheat,167,46.78,2025/05/28,22:12
Rice,471,18.23,2025/07/09,09:49
Rice,282,66.83,2025-03-19,13:35
Rye,145,71.17,2025/07/13,10:07
Sorghum,318,19.03,2025-12-23,21:47
Quinoa,152,23.59,2025/07/10,17:46
Soybean,329,23.99,2025-04-17,19:08
Wheat,437,59.61,2025-12-07,09:46
Rye,434,61.59,2025-03-21,21:05
Oats,466,37.76,2025/09/14,19:22
Quinoa,98,64.42,2025/04/28,10:51
Rye,324,38.09,2025-12-04,08:05
Quinoa,465,43.69,2025/10/04,10:59
Quinoa,256,80.71,2025-08-30,04:46
Rye,202,86.55,2025/04/23,18:55
Soybean,138,32.73,2025-09-26,21:41
Millet,307,30.72,2025/02/26,04:16
Barley,53,30.14,2025-11-04,06:03
Rye,465,56.35,2025/03/28,23:38
Rice,190,10.38,2025/12/18,21:32
Rice,215,47.64,2025-02-05,00:27
Wheat,106,41.29,2025-08-23,15:31
Barley,239,62.78,2025-07-06,15:12
Soybean,338,50.0,2025-08-16,06:18
Wheat,96,24.74,2025-03-16,09:54
Soybean,133,56.64,2025/06/17,05:30
Rice,406,66.03,2025-11-26,23:27
Rye,379,25.89,2025-08-17,21:54
Oats,474,79.26,2025/07/23,07:16
Quinoa,300,63.68,2025/06/01,13:56
Rye,85,70.48,2025-07-30,14:13
Wheat,210,94.4,2025/01/15,07:42
Oats,346,64.19,2025-09-13,05:15
Wheat,434,98.82,2025-05-29,08:39
Wheat,491,29.67,2025/02/24,22:04
Barley,439,19.0,2025-07-07,21:46
Rice,189,70.55,2025/09/17,16:45
Soybean,310,22.99,2025-02-04,15:38
Millet,104,64.47,2025-08-18,11:45
Corn,59,62.8,2025-01-10,21:12
Oats,52,62.86,2025-12-04,10:09
Oats,362,86.44,2025/06/30,13:32
Quinoa,246,18.93,2025-03-20,11:02
Corn,62,34.14,2025/03/10,05:52
Sorghum,454,48.65,2025/10/07,21:37
Sorghum,355,33.69,2025/01/14,01:51
Barley,365,65.25,2025-10-04,20:25
Rye,441,61.03,2025-02-24,03:27
Rye,465,36.79,2025/06/12,10:27
Barley,267,13.36,2025/11/19,07:23
Oats,141,22.94,2025-04-22,12:00
Rye,307,90.27,2025/01/29,02:27
Rice,142,67.31,2025-05-29,00:24
Soybean,333,77.62,2025-06-30,11:21
Rye,395,11.06,2025/12/25,13:23
Sorghum,470,60.63,2025-12-05,06:22
Rye,222,97.62,2025-05-20,02:31
Wheat,312,87.53,2025-01-07,22:15
Sorghum,448,34.07,2025/12/18,20:31
Quinoa,420,46.84,2025-01-25,13:15
Millet,105,63.58,2025-10-29,00:44
Barley,259,30.77,2025/05/01,18:58
Millet,383,12.47,2025/11/04,05:03
Soybean,322,91.89,2025-10-20,23:44
Rye,356,11.38,2025/06/21,12:37
Oats,488,71.3,2025-06-17,14:00
Corn,424,65.12,2025-05-14,03:48
Corn,162,52.25,2025/09/07,11:05
Sorghum,85,96.24,2025/03/23,09:51
Soybean,230,38.8,2025-06-21,15:05
Sorghum,262,36.92,2025-08-07,11:54
Soybean,215,82.83,2025-05-18,14:54
Wheat,307,19.6,2025-12-19,17:05
Soybean,213,41.07,2025/05/18,03:59
Sorghum,296,79.28,2025/09/01,21:42
Soybean,188,61.26,2025/04/29,02:57
Sorghum,447,69.31,2025-10-24,06:53
Rice,364,99.49,2025/09/12,01:21
Corn,195,78.18,2025/02/03,11:29
Oats,373,27.24,2025-03-16,12:52
Quinoa,339,39.8,2025/06/08,07:57
Soybean,79,72.3,2025/06/10,00:53
Barley,290,59.26,2025-06-02,15:55
Barley,52,41.2,2025/03/31,01:18
Corn,59,18.84,2025/03/23,20:24
Soybean,117,84.7,2025/11/09,16:52
Rice,256,41.84,2025-02-11,11:08
Oats,326,83.71,2025/10/05,17:52
Rye,491,80.61,2025/10/17,16:40
Corn,404,31.13,2025/09/14,01:33
Rye,176,75.14,2025-11-01,03:02
Quinoa,494,38.58,2025/04/07,01:49
Millet,205,27.6,2025/11/23,19:14
Oats,351,83.4,2025-08-06,21:35
Millet,375,83.41,2025/04/01,19:11
Quinoa,290,32.06,2025/09/25,05:56
Soybean,82,95.77,2025-06-28,14:28
Millet,394,78.61,2025/06/27,01:03
Quinoa,220,66.9,2025-08-16,07:42
Rye,491,45.61,2025-08-31,04:12
Rice,169,72.37,2025/09/14,09:35
Barley,271,11.37,2025/02/19,13:18
Millet,143,83.21,2025-05-12,20:03
Soybean,341,15.83,2025/12/26,18:02
Sorghum,85,76.52,2025-08-23,23:38
Rye,166,98.67,2025-01-11,01:15
Soybean,68,75.33,2025/07/03,16:06
Sorghum,158,68.12,2025-11-27,13:26
Quinoa,380,68.48,2025/11/06,04:13
Quinoa,119,10.45,2025-03-03,16:48
Sorghum,231,28.38,2025-03-17,22:02
Soybean,376,44.89,2025-02-03,03:13
Barley,337,28.68,2025-09-03,09:54
Quinoa,176,28.3,2025-12-17,04:16
Barley,123,22.66,2025/10/17,01:56
Soybean,151,52.25,2025/07/13,11:37
Sorghum,187,91.95,2025-03-12,09:02
Sorghum,106,38.55,2025-07-01,10:34
Sorghum,264,29.73,2025-08-14,09:20
Quinoa,414,19.47,2025/03/22,04:44
Millet,420,52.01,2025-01-18,02:14
Quinoa,148,20.93,2025-07-28,20:10
Rice,231,42.92,2025-08-10,01:20
Wheat,218,32.4,2025/03/01,22:11
Oats,179,11.0,2025-05-04,13:56
Millet,170,41.31,2025/03/18,16:25
Corn,327,97.61,2025/06/01,10:21
Quinoa,450,63.88,2025/04/17,16:32
Soybean,454,45.71,2025/09/30,09:12
Rye,167,96.13,2025-05-28,19:31
Oats,469,17.0,2025-09-10,12:17
Quinoa,401,63.92,2025-03-17,17:04
Rye,483,19.71,2025-08-25,22:22
Soybean,298,52.99,2025/03/16,07:40
Quinoa,69,44.6,2025/11/08,09:48
Oats,467,53.9,2025/10/15,06:23
Rye,110,54.64,2025-09-26,09:02
Sorghum,217,23.35,2025/08/30,12:56
Wheat,420,98.19,2025-03-30,07:27
Sorghum,142,73.79,2025/05/24,04:40
Millet,254,45.19,2025/03/07,00:07
Barley,130,88.91,2025/05/14,08:38
Quinoa,169,13.72,2025/07/04,03:00
Soybean,234,68.31,2025-06-10,20:56
Millet,275,36.43,2025/11/16,09:17
Corn,56,46.5,2025-05-23,11:26
Barley,333,26.34,2025-12-26,09:33
Wheat,228,57.04,2025-05-22,03:01
Corn,253,70.59,2025/11/19,21:16
Rye,60,38.81,2025-04-12,12:14
Millet,161,72.14,2025/10/30,16:06
Corn,357,40.82,2025-09-09,10:37
Oats,278,89.68,2025/09/14,20:02
Sorghum,425,62.14,2025/12/28,21:04
Sorghum,128,24.22,2025/08/23,13:20
Oats,386,50.74,2025/01/03,00:20
Barley,155,52.93,2025/04/28,05:57
Corn,240,65.2,2025-03-23,08:25
Quinoa,125,31.89,2025/08/07,06:08
Corn,248,76.55,2025/04/21,09:15
Wheat,245,76.23,2025/02/10,18:58
Rice,235,57.95,2025-10-20,15:04
Oats,446,30.8,2025-06-22,19:59
Millet,225,25.59,2025/03/15,19:51
Rice,109,49.89,2025/04/28,21:18
Millet,61,37.56,2025-06-20,12:18
Sorghum,154,13.5,2025/10/15,13:50
Corn,315,95.39,2025/08/28,02:56
Millet,374,68.19,2025/10/02,08:16
Wheat,405,25.64,2025-06-26,19:58
Oats,138,19.24,2025-01-18,19:11
Soybean,75,31.38,2025/08/23,06:06
Quinoa,84,24.33,2025/09/19,01:10
Rice,215,40.57,2025/04/19,13:26
Sorghum,175,29.36,2025-06-30,04:04
Rye,82,89.91,2025-01-23,16:58
Millet,309,31.93,2025-07-28,06:23
Barley,52,10.24,2025-10-28,08:13
Soybean,116,97.48,2025/05/01,17:36
Rye,471,15.85,2025-07-21,04:18
Barley,328,81.22,2025-11-11,05:03
Rice,359,52.78,2025-12-08,09:04
Millet,186,60.05,2025-07-30,10:31
Rye,433,89.51,2025-08-27,19:44
Barley,174,31.84,2025-01-02,19:20
Sorghum,249,38.47,2025/10/01,19:20
Corn,396,44.29,2025-06-25,20:57
Corn,481,44.35,2025-10-10,15:59
Wheat,60,24.53,2025-04-30,06:53
Rice,281,66.43,2025-09-24,10:21
Barley,281,97.11,2025/11/14,15:44
Rye,245,96.26,2025/06/21,16:21
Rice,383,83.62,2025/05/30,20:54
Quinoa,170,45.84,2025/04/19,21:45
Quinoa,270,22.44,2025-04-12,13:51
Rye,494,47.83,2025-12-04,22:51
Barley,145,37.74,2025-04-06,00:06
Barley,165,19.27,2025-08-10,21:38
Rice,70,44.45,2025/03/03,15:56
Rye,267,39.33,2025-04-13,09:06
Soybean,338,55.83,2025/06/27,23:13
Millet,56,87.71,2025-10-29,17:40
Millet,410,82.43,2025/03/04,05:56
Oats,109,96.69,2025/11/29,02:04
Barley,53,58.44,2025-11-02,16:25
Millet,199,19.09,2025/06/11,06:40
Rye,225,15.35,2025/11/06,07:55
Corn,84,12.6,2025-06-14,16:47
Oats,268,69.92,2025-10-10,05:31
Millet,443,29.77,2025-04-21,19:31
Quinoa,385,95.86,2025/02/06,16:47
Quinoa,212,92.83,2025/12/09,04:40
Millet,149,55.1,2025-06-08,11:53
Rye,490,89.33,2025/01/30,06:16
Soybean,440,93.06,2025-02-08,10:38
Oats,156,85.44,2025-07-10,02:39
Soybean,396,58.8,2025-01-04,01:17
Sorghum,265,95.96,2025-03-05,11:25
Oats,435,95.69,2025/04/12,11:36
Soybean,225,79.1,2025-08-03,01:42
Millet,496,81.75,2025-09-26,16:59
Barley,400,84.72,2025/02/03,19:22
Soybean,112,36.24,2025-01-03,01:19
Wheat,169,53.08,2025-06-12,05:41
Rye,234,22.34,2025/05/01,07:41
Corn,79,61.05,2025-05-22,17:02
Rye,364,65.86,2025-08-23,07:43
Soybean,355,57.45,2025-09-29,22:51
Millet,450,96.48,2025/04/01,09:16
Millet,466,65.55,2025/06/25,18:06
Millet,106,16.88,2025/04/01,07:01
Rice,252,17.89,2025-07-13,14:50
Rye,112,46.05,2025/06/02,06:49
Quinoa,53,43.62,2025-02-25,01:12
Rice,401,92.78,2025-01-12,04:12
Soybean,313,51.08,2025/09/18,17:02
Rye,248,48.48,2025-03-05,15:04
Barley,485,23.02,2025/12/13,00:39
Sorghum,151,94.0,2025-02-18,18:57
Soybean,335,82.17,2025-12-07,11:46
Millet,166,46.52,2025/10/26,05:44
Oats,155,44.11,2025-08-10,06:13
Millet,431,19.88,2025/01/08,15:56
Quinoa,368,57.33,2025/09/23,00:08
